"QC Type";"AST";"Id";"qc_date";"name_media";"batch_no";"sterility_test_conclusion";"reported_by_pc";"ast";"conclusion_pc";"conclusion_gp";"qc_result";"comments";"qc_validated_set";"User ID"
"IQC";"no";"1457";"2021-01-18";"MacConkey Agar";"MAC180121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1459";"2021-01-15";"Mueller Hinton II Agar ";"MHII140121-02";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1461";"2021-01-15";"Mueller Hinton II Agar ";"MHII140121-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1463";"2021-01-19";"Cystine Lactose Electrolyte Deficient Agar";"CLED190121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1465";"2021-01-19";"Ashdown's Agar";"ASHA190121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1467";"2021-01-15";"Urea Agar";"URE140121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1469";"2021-01-18";"Blood Culture Bottle (adult)";"BHI A150121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1471";"2021-01-18";"Blood Culture Bottle (adult)";"BHI A150121-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1473";"2021-01-19";"Blood Agar";"BAP190121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1475";"2021-01-22";"Lysine Iron Agar";"LIA210121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1477";"2021-01-22";"Hektoen Enteric Agar";"HE210121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1479";"2021-01-25";"MacConkey Agar";"MAC250121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"yes";"1481";"2021-01-25";"Sheep Blood Mueller-Hinton Agar";"SMH250121-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"vivian"
"IQC";"yes";"1483";"2021-01-22";"Mueller Hinton II Agar ";"MHII210121-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1485";"2021-01-22";"Mannitol Salt Agar";"MSA210121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1487";"2021-01-20";"Kligler Iron Agar";"KIA200121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1489";"2021-01-20";"MacConkey Agar";"MAC200121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1491";"2021-01-20";"Blood Agar";"BAP200121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1493";"2021-01-26";"Blood Agar";"BAP260121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1495";"2021-01-26";"Kligler Iron Agar";"KIA260121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1497";"2021-01-25";"Blood Culture Bottle (child)";"BHI P220121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1499";"2021-01-25";"Blood Culture Bottle (adult)";"BHI A220121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1501";"2021-01-27";"Blood Agar";"BAP270121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1503";"2021-01-27";"Lysine Iron Agar";"LIA270121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1505";"2021-01-27";"Simmons Citrate Agar ";"CIT270121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1507";"2021-01-20";"Trypticase Soy Broth ";"TSB200121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1509";"2021-01-20";"Trypticase Soy Broth + 20% glycerol";"TSBG200121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1511";"2021-02-03";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"TCBS010221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1513";"2021-02-03";"Hektoen Enteric Agar";"HE010221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1515";"2021-02-03";"MacConkey Agar";"MAC010221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1517";"2021-02-03";"Urea Agar";"URE280121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1519";"2021-02-03";"Mueller Hinton II Agar ";"MHII280121-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1521";"2021-02-04";"Ashdown's Agar";"ASHA020221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1523";"2021-02-04";"Sulfide Indole Motility Medium";"SIM020221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1525";"2021-02-04";"Mannitol Salt Agar";"MSA020221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1527";"2021-02-05";"Blood Culture Bottle (adult)";"BHI A290121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1529";"2021-02-05";"Chocolate Agar";"CHOC030221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1531";"2021-02-05";"Blood Agar";"BAP030221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1533";"2021-02-10";"Chocolate Agar";"CHOC040221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1535";"2021-02-10";"Mannitol Salt Agar";"MSA080221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1537";"2021-02-10";"MacConkey Agar";"MAC040221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1539";"2021-02-11";"Blood Culture Bottle (adult)";"BHI A050221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1541";"2021-02-10";"Urea Agar";"URE080221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1543";"2021-02-11";"Blood Agar";"BAP090221-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1545";"2021-02-12";"Lysine Iron Agar";"LIA100221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1547";"2021-02-12";"Chocolate Agar";"CHOC100221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"bun.sopheak"
"IQC";"yes";"1549";"2021-02-12";"Mueller Hinton II Agar ";"MHII100221-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1551";"2021-02-18";"Kligler Iron Agar";"KIA110221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1553";"2021-02-18";"Blood Agar";"BAP110221-01";"pass";"1";"1";"pass";"pass";"0";"Take to QC room  Blood clotting ";"1";"makteyka"
"IQC";"yes";"1555";"2021-02-18";"Mueller Hinton II Agar ";"MHII110221-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1557";"2021-02-18";"Hektoen Enteric Agar";"HE120221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1559";"2021-02-18";"Blood Culture Bottle (adult)";"BHI A120221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1561";"2021-02-18";"Mannitol Salt Agar";"MSA150221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1563";"2021-02-18";"Cystine Lactose Electrolyte Deficient Agar";"CLED150221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1565";"2021-02-18";"Mueller Hinton II Agar ";"MHII160221-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1567";"2021-02-18";"Blood Agar";"BAP160221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1569";"2021-02-19";"Chocolate Agar";"CHOC170221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1571";"2021-02-19";"MacConkey Agar";"MAC170221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1573";"2021-02-24";"Blood Agar";"BAP220221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1575";"2021-02-24";"Blood Agar";"BAP220221-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1577";"2021-02-24";"Cystine Lactose Electrolyte Deficient Agar";"CLED220221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1579";"2021-02-24";"Chocolate Agar";"CHOC180221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1581";"2021-02-24";"Hektoen Enteric Agar";"HE180221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1583";"2021-02-25";"Sheep Blood Mueller-Hinton Agar";"SMH230221-01";"pass";"1";"0";"pass";"pass";"0";"Change to manual method";"1";"makteyka"
"IQC";"no";"1585";"2021-02-25";"Blood Agar";"BAP230221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1587";"2021-02-25";"Modified Thayer-Martin Agar ";"MTM230221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1589";"2021-02-24";"Mueller Hinton II Agar ";"MHII180221-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1591";"2021-03-03";"MacConkey Agar";"MAC240221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1593";"2021-03-03";"Simmons Citrate Agar ";"CIT240221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1595";"2021-03-03";"Chocolate Agar";"CHOC250221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1597";"2021-03-03";"Ashdown's Agar";"ASHA250221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1599";"2021-03-03";"Sulfide Indole Motility Medium";"SIM250221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1601";"2021-03-03";"Blood Culture Bottle (adult)";"BHI A260221-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1603";"2021-03-04";"Blood Agar";"BAP020321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1605";"2021-03-04";"Urea Agar";"URE020321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1607";"2021-03-04";"Mannitol Salt Agar";"MSA010321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1609";"2021-03-04";"Blood Agar";"BAP020321-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1611";"2021-03-03";"Chocolate Agar";"CHOC030321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1613";"2021-03-12";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"TCBS090321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1615";"2021-03-12";"Hektoen Enteric Agar";"HE090321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1617";"2021-03-12";"Blood Culture Bottle (adult)";"BHI A050321-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1619";"2021-03-12";"Blood Culture Bottle (adult)";"BHI A050321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1621";"2021-03-12";"MacConkey Agar";"MAC040321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1623";"2021-03-12";"Blood Agar";"BAP030321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1625";"2021-03-12";"Blood Agar";"BAP100321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1627";"2021-03-12";"Blood Agar";"BAP100321-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"yes";"1629";"2021-03-18";"Mueller Hinton II Agar ";"MHII170321-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1631";"2021-03-18";"MacConkey Agar";"MAC150321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1633";"2021-03-18";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"TCBS160321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1635";"2021-03-18";"Cystine Lactose Electrolyte Deficient Agar";"CLED110321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1637";"2021-03-18";"Chocolate Agar";"CHOC110321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1639";"2021-03-18";"Ashdown's Agar";"ASHA110321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1641";"2021-03-18";"Blood Culture Bottle (adult)";"BHI A120321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1643";"2021-03-24";"Blood Agar";"BAP220321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1645";"2021-03-24";"Hektoen Enteric Agar";"HE190321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1647";"2021-03-24";"MacConkey Agar";"MAC180321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1649";"2021-03-24";"Chocolate Agar";"CHOC180321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1651";"2021-03-24";"Blood Agar";"BAP180321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1653";"2021-03-25";"Blood Culture Bottle (adult)";"BHI A190321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1655";"2021-03-25";"Blood Culture Bottle (adult)";"BHI A190321-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1657";"2021-03-25";"Mannitol Salt Agar";"MSA220321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1659";"2021-03-25";"Chocolate Agar";"CHOC230321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1661";"2021-03-25";"Blood Agar";"BAP230321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1663";"2021-03-25";"Blood Agar";"BAP230321-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1665";"2021-03-26";"Blood Agar";"BAP240321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1667";"2021-03-26";"Chocolate Agar";"CHOC240321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1669";"2021-03-26";"Mueller Hinton II Agar ";"MHII240321-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1670";"2021-04-01";"Urea Agar";"URE250321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1672";"2021-04-01";"MacConkey Agar";"MAC250321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1674";"2021-04-01";"Mueller Hinton II Agar ";"MHII250321-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1676";"2021-04-01";"Trypticase Soy Agar ";"TSA290321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1678";"2021-04-05";"Kligler Iron Agar";"KIA310321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1680";"2021-04-05";"Blood Culture Bottle (adult)";"BHI A260321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1682";"2021-04-05";"Blood Culture Bottle (child)";"BHI P300321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1684";"2021-04-05";"Blood Agar";"BAP310321-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1686";"2021-04-05";"Sheep Blood Mueller-Hinton Agar";"SMH010421-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1688";"2021-04-05";"Lysine Iron Agar";"LIA010421-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1690";"2021-04-05";"Chocolate Agar";"CHOC010421-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1692";"2021-04-06";"Mueller Hinton II Agar ";"MHII050421-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1694";"2021-04-06";"Blood Agar";"BAP050421-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1696";"2021-04-06";"Blood Culture Bottle (adult)";"BHI A020421-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1698";"2021-04-06";"Blood Culture Bottle (adult)";"BHI A020421-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1700";"2021-04-09";"Ashdown's Agar";"ASHA060421-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1702";"2021-04-09";"MacConkey Agar";"MAC060421-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1704";"2021-04-21";"Mannitol Salt Agar";"MSA070421-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1706";"2021-04-21";"Sheep Blood Mueller-Hinton Agar";"SMH070421-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1708";"2021-04-22";"Hektoen Enteric Agar";"HE080421-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1710";"2021-04-22";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"TCBS080421-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1712";"2021-04-22";"Chocolate Agar";"CHOC080421-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1714";"2021-04-22";"Chocolate Agar";"CHOC190421-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1716";"2021-04-22";"Mueller Hinton II Agar ";"MHII080421-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1718";"2021-04-19";"Blood Culture Bottle (child)";"BHI P090421-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1720";"2021-04-20";"Kligler Iron Agar";"KIA200421-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1722";"2021-04-20";"Blood Agar";"BAP200421-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1724";"2021-04-21";"Mueller Hinton II Agar ";"MHII210421-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1726";"2021-04-27";"MacConkey Agar";"MAC220421-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1728";"2021-04-27";"Blood Agar";"BAP270421-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1730";"2021-04-27";"Blood Agar";"BAP270421-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1732";"2021-05-03";"Trypticase Soy Agar ";"TSA290421-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1734";"2021-05-03";"Trypticase Soy Broth + 20% glycerol";"TSBG030521-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1736";"2021-05-04";"Mueller Hinton II Agar ";"MHII040521-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1738";"2021-05-03";"Chocolate Agar";"CHOC280421-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1740";"2021-05-13";"Blood Agar";"BAP110521-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1742";"2021-05-13";"Chocolate Agar";"CHOC110521-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"yes";"1744";"2021-05-13";"Mueller Hinton II Agar ";"MHII100521-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1746";"2021-05-13";"Blood Culture Bottle (adult)";"BHI A070521-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1748";"2021-05-13";"Hektoen Enteric Agar";"HE060521-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1750";"2021-05-13";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"TCBS060521-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1752";"2021-05-13";"Mannitol Salt Agar";"MSA060521-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1754";"2021-05-07";"MacConkey Agar";"MAC050521-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1756";"2021-05-13";"Blood Culture Bottle (adult)";"BHI A230421-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"yes";"1758";"2021-05-26";"Mueller Hinton II Agar ";"MHII240521-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1760";"2021-05-26";"Cystine Lactose Electrolyte Deficient Agar";"CLED210521-01";"pass";"1";"1";"pass";"pass";"0";"";"";""
"IQC";"no";"1762";"2021-05-26";"Hektoen Enteric Agar";"HE210521-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1764";"2021-05-26";"Mannitol Salt Agar";"MSA200521-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1766";"2021-05-26";"Cystine Lactose Electrolyte Deficient Agar";"CLED200521-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1768";"2021-05-26";"Sulfide Indole Motility Medium";"SIM200521-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1770";"2021-05-26";"Simmons Citrate Agar ";"CIT190521-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1772";"2021-05-26";"Chocolate Agar";"CHOC190521-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1774";"2021-05-26";"Blood Culture Bottle (child)";"BHI P210521-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1776";"2021-05-26";"Urea Agar";"URE240521-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1778";"2021-05-26";"Sheep Blood Mueller-Hinton Agar";"SMH180521-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1780";"2021-05-26";"Blood Agar";"BAP180521-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1782";"2021-05-27";"Ashdown's Agar";"ASHA250521-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1784";"2021-05-27";"Chocolate Agar";"CHOC250521-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1786";"2021-05-27";"Blood Agar";"BAP250521-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1788";"2021-05-28";"MacConkey Agar";"MAC270521-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1790";"2021-05-28";"Blood Agar";"BAP270521-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1792";"2021-05-28";"Kligler Iron Agar";"KIA260521-01";"pass";"1";"1";"pass";"failed";"1";"";"1";"makteyka"
"IQC";"yes";"1794";"2021-05-28";"Mueller Hinton II Agar ";"MHII260521-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1796";"2021-05-28";"Chocolate Agar";"CHOC260521-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1798";"2021-05-28";"Lysine Iron Agar";"LIA250521-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1800";"2021-06-02";"Mannitol Salt Agar";"MSA310521-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1802";"2021-06-02";"Hektoen Enteric Agar";"HE310521-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1804";"2021-06-04";"Hektoen Enteric Agar";"HE020621-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1806";"2021-06-04";"Blood Agar";"BAP010621-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1808";"2021-06-04";"MacConkey Agar";"MAC010621-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1810";"2021-06-04";"Blood Culture Bottle (adult)";"BHI A280521-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1812";"2021-06-04";"Blood Culture Bottle (adult)";"BHI A280521-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1814";"2021-06-07";"MacConkey Agar";"MAC030621-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1816";"2021-06-07";"Trypticase Soy Agar ";"TSA020621-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1818";"2021-06-09";"Blood Agar";"BAP070621-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1820";"2021-06-11";"Trypticase Soy Broth ";"TSB030621-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1822";"2021-06-11";"Blood Culture Bottle (adult)";"BHI A040621-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
