"Customer name";"Media name";"Quantity";"Batch number";"Delivery date";"Media type";"Original ref";"Original quantity"
"Kossamak";"Mueller Hinton II Agar ";"180";"MHII100522-01";"2022-05-13";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Mannitol Salt Agar";"40";"MSA100522-01";"2022-05-13";"Plate";"";""
"Khmer Soviet Friendship Hospital";"MacConkey Agar";"50";"MAC090522-01";"2022-05-13";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Blood Agar";"200";"BAP110522-01";"2022-05-13";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Chocolate Agar";"40";"CHOC110522-01";"2022-05-13";"Plate";"";""
"Biobykin";"Blood Culture Bottle (adult)";"20";"BHI A100522-01";"2022-05-16";"Adult Bottle";"";""
"Biobykin";"Blood Agar";"40";"BAP110522-01";"2022-05-16";"Plate";"";""
"Biobykin";"Chocolate Agar";"30";"CHOC110522-01";"2022-05-16";"Plate";"";""
"Biobykin";"Mueller Hinton II Agar ";"50";"MHII100522-01";"2022-05-16";"Plate";"";""
"Biobykin";"MacConkey Agar";"30";"MAC090522-01";"2022-05-16";"Plate";"";""
"Biobykin";"Hektoen Enteric Agar";"10";"HE020522-01";"2022-05-16";"Plate";"";""
"Biobykin";"Kligler Iron Agar";"10";"KIA270422-01";"2022-05-16";"Tube";"";""
"Biobykin";"Lysine Iron Agar";"10";"LIA050422-01";"2022-05-16";"Tube";"";""
"Biobykin";"Sulfide Indole Motility Medium";"10";"SIM040522-01";"2022-05-16";"Tube";"";""
"Biobykin";"Simmons Citrate Agar ";"10";"CIT250422-01";"2022-05-16";"Tube";"";""
"Biobykin";"Urea Agar";"10";"URE020522-01";"2022-05-16";"Tube";"";""
"NIPHL- Clean front line project";"Blood Agar";"80";"BAP110522-01";"2022-05-17";"Plate";"";""
"Kampong Cham";"Blood Agar";"10";"BAP110522-01";"2022-05-18";"Plate";"";""
"Kampong Cham";"Blood Agar";"90";"BAP110522-02";"2022-05-18";"Plate";"";""
"Kampong Cham";"Chocolate Agar";"120";"CHOC110522-01";"2022-05-18";"Plate";"";""
"Kampong Cham";"Sheep Blood Mueller-Hinton Agar";"20";"SMH270422-01";"2022-05-18";"Plate";"";""
"Kampong Cham";"Mannitol Salt Agar";"20";"MSA100522-01";"2022-05-18";"Plate";"";""
"Kampong Cham";"Hektoen Enteric Agar";"10";"HE020522-01";"2022-05-18";"Plate";"";""
"Kampong Cham";"Ashdown's Agar";"10";"ASHA090522-01";"2022-05-18";"Plate";"";""
"Kampong Cham";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"10";"TCBS040422-01";"2022-05-18";"Plate";"";""
"Kampong Cham";"Kligler Iron Agar";"20";"KIA270422-01";"2022-05-18";"Tube";"";""
"Kampong Cham";"Lysine Iron Agar";"20";"LIA030522-01";"2022-05-18";"Tube";"";""
"Kampong Cham";"Sulfide Indole Motility Medium";"20";"SIM040522-01";"2022-05-18";"Tube";"";""
"Kampong Cham";"Simmons Citrate Agar ";"20";"CIT250422-01";"2022-05-18";"Tube";"";""
"Kampong Cham";"Urea Agar";"20";"URE020522-01";"2022-05-18";"Tube";"";""
"Kampong Cham";"Mueller Hinton II Agar ";"60";"MHII100522-01";"2022-05-18";"Plate";"";""
"Kampong Cham";"Mueller Hinton II Agar ";"90";"MHII120522-01";"2022-05-18";"Plate";"";""
"Kampong Cham";"MacConkey Agar";"50";"MAC160522-01";"2022-05-18";"Plate";"";""
"Khmer Soviet Friendship Hospital";"MacConkey Agar";"200";"MAC160522-01";"2022-05-18";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Mannitol Salt Agar";"40";"MSA100522-01";"2022-05-18";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Mueller Hinton II Agar ";"150";"MHII120522-01";"2022-05-18";"Plate";"";""
"Diagnostic and Detection Laboratory";"Mueller Hinton II Agar ";"30";"MHII120522-01";"2022-05-20";"Plate";"";""
"Diagnostic and Detection Laboratory";"Chocolate Agar";"30";"CHOC110522-01";"2022-05-20";"Plate";"";""
"Diagnostic and Detection Laboratory";"Blood Agar";"30";"BAP110522-02";"2022-05-20";"Plate";"";""
"Diagnostic and Detection Laboratory";"Blood Culture Bottle (adult)";"30";"BHI A130522-01";"2022-05-20";"Adult Bottle";"";""
"Kossamak";"Blood Culture Bottle (adult)";"20";"BHI A100522-01";"2022-05-20";"Adult Bottle";"";""
"Kossamak";"Blood Culture Bottle (adult)";"180";"BHI A130522-01";"2022-05-20";"Adult Bottle";"";""
"Kossamak";"Blood Agar";"50";"BAP110522-02";"2022-05-20";"Plate";"";""
"Kossamak";"Chocolate Agar";"10";"CHOC110522-01";"2022-05-20";"Plate";"";""
"Calmette";"Blood Culture Bottle (adult)";"20";"BHI A130522-02";"2022-05-20";"Adult Bottle";"";""
"Calmette";"Blood Culture Bottle (adult)";"18";"BHI A130522-01";"2022-05-23";"Adult Bottle";"";""
"Calmette";"Blood Culture Bottle (adult)";"82";"BHI A130522-02";"2022-05-23";"Adult Bottle";"";""
"Central Media Making Laboratory";"Blood Agar";"10";"BAP110522-02";"2022-05-23";"Plate";"";""
"Sunrise Hospital";"Blood Agar";"80";"BAP110522-02";"2022-05-24";"Plate";"";""
"Sunrise Hospital";"MacConkey Agar";"70";"MAC160522-01";"2022-05-24";"Plate";"";""
"Sunrise Hospital";"Mueller Hinton II Agar ";"70";"MHII120522-01";"2022-05-24";"Plate";"";""
"Sunrise Hospital";"Chocolate Agar";"50";"CHOC110522-01";"2022-05-24";"Plate";"";""
"Central Media Making Laboratory";"Mueller Hinton II Agar ";"10";"MHII120522-01";"2022-05-24";"Plate";"";""
"Siem Reap";"Chocolate Agar";"60";"CHOC110522-01";"2022-05-26";"Plate";"";""
"Siem Reap";"Chocolate Agar";"90";"CHOC120522-01";"2022-05-26";"Plate";"";""
"Siem Reap";"Blood Agar";"60";"BAP110522-02";"2022-05-26";"Plate";"";""
"Calmette";"Blood Culture Bottle (adult)";"30";"BHI A130522-02";"2022-05-25";"Adult Bottle";"";""
"Siem Reap";"Mueller Hinton II Agar ";"80";"MHII240522-01";"2022-05-26";"Plate";"";""
"Siem Reap";"Blood Agar";"120";"BAP170522-01";"2022-05-26";"Plate";"";""
"Siem Reap";"Blood Culture Bottle (adult)";"194";"BHI A180522-01";"2022-05-26";"Adult Bottle";"";""
"Siem Reap";"Blood Culture Bottle (child)";"16";"BHI P200522-01";"2022-05-26";"Child Bottle";"";""
"National Pediatric Hospital";"Blood Culture Bottle (child)";"300";"BHI P200522-01";"2022-05-26";"Child Bottle";"";""
"Khmer Soviet Friendship Hospital";"Blood Culture Bottle (adult)";"95";"BHI A130522-02";"2022-05-27";"Adult Bottle";"";""
"Khmer Soviet Friendship Hospital";"Blood Culture Bottle (adult)";"5";"BHI A180522-01";"2022-05-27";"Adult Bottle";"";""
"Khmer Soviet Friendship Hospital";"Blood Culture Bottle (child)";"40";"BHI P200522-01";"2022-05-27";"Child Bottle";"";""
"Khmer Soviet Friendship Hospital";"Blood Agar";"190";"BAP170522-01";"2022-05-27";"Plate";"";""
"Khmer Soviet Friendship Hospital";"MacConkey Agar";"80";"MAC160522-01";"2022-05-27";"Plate";"";""
"Olympia Medical Hub";"Amies Transport Media";"30";"AMI140322-01";"2022-05-27";"Tube";"";""
"Olympia Medical Hub";"Trypticase Soy Broth + 20% glycerol";"20";"TSBG230522-01";"2022-05-27";"Tube";"";""
"Olympia Medical Hub";"Chocolate Agar";"30";"CHOC120522-01";"2022-05-27";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Blood Agar";"110";"BAP240522-01";"2022-05-27";"Plate";"";""
"Khmer Soviet Friendship Hospital";"MacConkey Agar";"170";"MAC230522-01";"2022-05-27";"Plate";"";""
"Olympia Medical Hub";"Cystine Lactose Electrolyte Deficient Agar";"30";"CLED240522-01";"2022-05-27";"Plate";"";""
"Olympia Medical Hub";"Blood Agar";"10";"BAP240522-01";"2022-05-27";"Plate";"";""
"Calmette";"Blood Culture Bottle (adult)";"25";"BHI A180522-01";"2022-05-27";"Adult Bottle";"";""
"Calmette";"Blood Culture Bottle (adult)";"175";"BHI A180522-02";"2022-05-27";"Adult Bottle";"";""
"National Public Health Laboratory Microbiology Unit";"Blood Culture Bottle (adult)";"10";"BHI A180522-02";"2022-05-30";"Adult Bottle";"";""
"National Public Health Laboratory Microbiology Unit";"Urea Agar";"10";"URE020522-01";"2022-05-30";"Tube";"";""
"National Public Health Laboratory Microbiology Unit";"Simmons Citrate Agar ";"10";"CIT250422-01";"2022-05-30";"Tube";"";""
"National Public Health Laboratory Microbiology Unit";"Sulfide Indole Motility Medium";"10";"SIM040522-01";"2022-05-30";"Tube";"";""
"National Public Health Laboratory Microbiology Unit";"Lysine Iron Agar";"10";"LIA030522-01";"2022-05-30";"Tube";"";""
"National Public Health Laboratory Microbiology Unit";"Kligler Iron Agar";"10";"KIA270422-01";"2022-05-30";"Tube";"";""
"National Public Health Laboratory Microbiology Unit";"Trypticase Soy Broth + 20% glycerol";"100";"TSBG210322-01";"2022-05-30";"Tube";"";""
"National Public Health Laboratory Microbiology Unit";"Ashdown's Agar";"10";"ASHA090522-01";"2022-05-30";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"10";"TCBS160522-01";"2022-05-30";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Hektoen Enteric Agar";"40";"HE020522-01";"2022-05-30";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"MacConkey Agar";"150";"MAC230522-01";"2022-05-30";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Mueller Hinton II Agar ";"20";"MHII240522-01";"2022-05-30";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Chocolate Agar";"100";"CHOC120522-01";"2022-05-30";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Sheep Blood Mueller-Hinton Agar";"10";"SMH170522-01";"2022-05-30";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Blood Agar";"200";"BAP240522-01";"2022-05-30";"Plate";"";""
"NIPH -AMR project";"Chocolate Agar";"60";"CHOC120522-01";"2022-05-30";"Plate";"";""
"NIPH -AMR project";"GC agar +1% growth supplement";"10";"GCA020522-01";"2022-05-30";"Plate";"";""
"Olympia Medical Hub";"Blood Agar";"50";"BAP250522-01";"2022-05-27";"Plate";"";""
"Olympia Medical Hub";"Modified Thayer-Martin Agar ";"20";"MTM250522-01";"2022-05-27";"Plate";"";""
"NIPH -AMR project";"GC agar +1% growth supplement";"40";"GCA260522-01";"2022-05-30";"Plate";"";""
"NIPH -AMR project";"Modified Thayer-Martin Agar ";"50";"MTM250522-01";"2022-05-30";"Plate";"";""
"Central Media Making Laboratory";"Blood Culture Bottle (adult)";"5";"BHI A180522-01";"2022-05-30";"Adult Bottle";"";""
"Central Media Making Laboratory";"Blood Culture Bottle (child)";"24";"BHI P200522-01";"2022-05-30";"Child Bottle";"";""
"Siem Reap";"Blood Culture Bottle (adult)";"229";"BHI A250522-01";"2022-06-01";"Adult Bottle";"";""
"Siem Reap";"Blood Culture Bottle (adult)";"21";"BHI A180522-02";"2022-06-01";"Adult Bottle";"";""
"Siem Reap";"Blood Culture Bottle (child)";"50";"BHI P200522-01";"2022-06-01";"Child Bottle";"";""
"Siem Reap";"Blood Agar";"210";"BAP250522-01";"2022-06-01";"Plate";"";""
"Siem Reap";"Chocolate Agar";"330";"CHOC170522-01";"2022-06-01";"Plate";"";""
"Siem Reap";"Mueller Hinton II Agar ";"210";"MHII240522-01";"2022-06-01";"Plate";"";""
"Siem Reap";"MacConkey Agar";"30";"MAC230522-01";"2022-06-01";"Plate";"";""
"Siem Reap";"MacConkey Agar";"150";"MAC250522-01";"2022-06-01";"Plate";"";""
"Siem Reap";"Sheep Blood Mueller-Hinton Agar";"60";"SMH170522-01";"2022-06-01";"Plate";"";""
"Siem Reap";"Mannitol Salt Agar";"60";"MSA100522-01";"2022-06-01";"Plate";"";""
"Siem Reap";"Hektoen Enteric Agar";"10";"HE020522-01";"2022-06-01";"Plate";"";""
"Siem Reap";"Ashdown's Agar";"50";"ASHA090522-01";"2022-06-01";"Plate";"";""
"Siem Reap";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"10";"TCBS160522-01";"2022-06-01";"Plate";"";""
"Siem Reap";"Kligler Iron Agar";"40";"KIA040522-01";"2022-06-01";"Tube";"";""
"Siem Reap";"Kligler Iron Agar";"90";"KIA270422-01";"2022-06-01";"Tube";"";""
"Siem Reap";"Kligler Iron Agar";"20";"KIA090522-02";"2022-06-01";"Tube";"";""
"Siem Reap";"Lysine Iron Agar";"150";"LIA030522-01";"2022-06-01";"Tube";"";""
"Siem Reap";"Sulfide Indole Motility Medium";"150";"SIM040522-01";"2022-06-01";"Tube";"";""
"Siem Reap";"Simmons Citrate Agar ";"150";"CIT250422-01";"2022-06-01";"Tube";"";""
"Siem Reap";"Urea Agar";"110";"URE020522-01";"2022-06-01";"Tube";"";""
"Siem Reap";"Urea Agar";"40";"URE160522-01";"2022-06-01";"Tube";"";""
"Siem Reap";"Ashdown's Broth";"20";"ASHB160522-01";"2022-06-01";"Tube";"";""
"Preahketh Mealea";"Blood Agar";"50";"BAP250522-01";"2022-06-01";"Plate";"";""
"Preahketh Mealea";"Chocolate Agar";"40";"CHOC120522-01";"2022-06-01";"Plate";"";""
"Preahketh Mealea";"Chocolate Agar";"10";"CHOC170522-01";"2022-06-01";"Plate";"";""
"Preahketh Mealea";"Mueller Hinton II Agar ";"40";"MHII240522-01";"2022-06-01";"Plate";"";""
"Preahketh Mealea";"MacConkey Agar";"50";"MAC230522-01";"2022-06-01";"Plate";"";""
"Siem Reap";"Kligler Iron Agar";"40";"KIA090522-02";"2022-06-01";"Tube";"";""
"AFRIM Project BTB";"Trypticase Soy Broth + 20% glycerol";"25";"TSBG210322-01";"2022-06-02";"Tube";"";""
"AFRIM Project BTB";"Trypticase Soy Broth + 20% glycerol";"25";"TSBG230522-01";"2022-06-02";"Tube";"";""
"AFRIM Project BTB";"MacConkey Agar";"120";"MAC250522-01";"2022-06-02";"Plate";"";""
"AFRIM Project BTB";"Kligler Iron Agar";"50";"KIA090522-02";"2022-06-02";"Tube";"";""
"AFRIM Project BTB";"Lysine Iron Agar";"40";"LIA030522-01";"2022-06-02";"Tube";"";""
"AFRIM Project BTB";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"40";"TCBS160522-01";"2022-06-02";"Plate";"";""
"Battambang";"Kligler Iron Agar";"60";"KIA090522-02";"2022-06-02";"Tube";"";""
"Battambang";"Lysine Iron Agar";"70";"LIA030522-01";"2022-06-02";"Tube";"";""
"Battambang";"Sulfide Indole Motility Medium";"80";"SIM040522-01";"2022-06-02";"Tube";"";""
"Battambang";"Simmons Citrate Agar ";"90";"CIT250422-01";"2022-06-02";"Tube";"";""
"Battambang";"Urea Agar";"80";"URE160522-01";"2022-06-02";"Tube";"";""
"AFRIM Project BTB";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"40";"TCBS310522-01";"2022-06-02";"Plate";"";""
"AFRIM Project BTB";"Hektoen Enteric Agar";"90";"HE300522-01";"2022-06-02";"Plate";"";""
"AFRIM Project BTB";"Blood Agar";"100";"BAP260522-01";"2022-06-02";"Plate";"";""
"AFRIM Project BTB";"Mueller Hinton II Agar ";"20";"MHII260522-01";"2022-06-02";"Plate";"";""
"Sihanouk Hospital Center of Hope";"Blood Culture Bottle (adult)";"23";"BHI A180522-02";"2022-06-03";"Adult Bottle";"";""
"Sihanouk Hospital Center of Hope";"Blood Culture Bottle (adult)";"232";"BHI A270522-02";"2022-06-03";"Adult Bottle";"";""
"Takeo";"Mueller Hinton II Agar ";"120";"MHII260522-01";"2022-06-03";"Plate";"";""
"Takeo";"MacConkey Agar";"100";"MAC250522-01";"2022-06-03";"Plate";"";""
"Takeo";"Ashdown's Agar";"50";"ASHA310522-01";"2022-06-03";"Plate";"";""
"Takeo";"Mannitol Salt Agar";"20";"MSA300522-01";"2022-06-03";"Plate";"";""
"Battambang";"Blood Culture Bottle (adult)";"230";"BHI A270522-01";"2022-06-07";"Adult Bottle";"";""
"Battambang";"Blood Culture Bottle (child)";"30";"BHI P200522-01";"2022-06-07";"Child Bottle";"";""
"Battambang";"Blood Culture Bottle (child)";"20";"BHI P310522-01";"2022-06-07";"Child Bottle";"";""
"Battambang";"Chocolate Agar";"200";"CHOC240522-01";"2022-06-07";"Plate";"";""
"Battambang";"MacConkey Agar";"20";"MAC250522-01";"2022-06-07";"Plate";"";""
"Battambang";"MacConkey Agar";"20";"MAC300522-01";"2022-06-07";"Plate";"";""
"Battambang";"Sheep Blood Mueller-Hinton Agar";"40";"SMH170522-01";"2022-06-07";"Plate";"";""
"Battambang";"Mannitol Salt Agar";"90";"MSA300522-01";"2022-06-07";"Plate";"";""
"Battambang";"Ashdown's Agar";"40";"ASHA310522-01";"2022-06-07";"Plate";"";""
"Battambang";"Blood Agar";"120";"BAP260522-01";"2022-06-07";"Plate";"";""
"Battambang";"Mueller Hinton II Agar ";"240";"MHII260522-01";"2022-06-07";"Plate";"";""
"Battambang";"Blood Agar";"120";"BAP010622-01";"2022-06-07";"Plate";"";""
"American University of Phnom penh";"MacConkey Agar";"30";"MAC300522-01";"2022-06-08";"Plate";"";""
"Amatak Laboratory";"Chocolate Agar";"30";"CHOC240522-01";"2022-06-08";"Plate";"";""
"Amatak Laboratory";"Blood Agar";"30";"BAP010622-01";"2022-06-08";"Plate";"";""
"Amatak Laboratory";"Mueller Hinton II Agar ";"40";"MHII310522-01";"2022-06-08";"Plate";"";""
"Amatak Laboratory";"Blood Culture Bottle (child)";"30";"BHI P310522-01";"2022-06-08";"Child Bottle";"";""
"Biobykin";"Blood Agar";"20";"BAP010622-01";"2022-06-09";"Plate";"";""
"Biobykin";"Chocolate Agar";"20";"CHOC240522-01";"2022-06-09";"Plate";"";""
"Biobykin";"Mueller Hinton II Agar ";"20";"MHII310522-01";"2022-06-09";"Plate";"";""
"Biobykin";"MacConkey Agar";"30";"MAC300522-01";"2022-06-09";"Plate";"";""
"Biobykin";"Mannitol Salt Agar";"10";"MSA300522-01";"2022-06-09";"Plate";"";""
"Biobykin";"Lysine Iron Agar";"10";"LIA030522-01";"2022-06-09";"Tube";"";""
"Biobykin";"Kligler Iron Agar";"10";"KIA090522-02";"2022-06-09";"Tube";"";""
"Biobykin";"Simmons Citrate Agar ";"10";"CIT250422-01";"2022-06-09";"Tube";"";""
"Biobykin";"Sulfide Indole Motility Medium";"10";"SIM040522-01";"2022-06-09";"Tube";"";""
"Biobykin";"Urea Agar";"10";"URE160522-01";"2022-06-09";"Tube";"";""
"Takeo";"Blood Agar";"310";"BAP070622-01";"2022-06-13";"Plate";"";""
"Takeo";"Blood Agar";"60";"BAP010622-01";"2022-06-13";"Plate";"";""
"Takeo";"Chocolate Agar";"340";"CHOC260522-01";"2022-06-13";"Plate";"";""
"Takeo";"Chocolate Agar";"60";"CHOC240522-01";"2022-06-13";"Plate";"";""
"Takeo";"Mueller Hinton II Agar ";"160";"MHII310522-01";"2022-06-13";"Plate";"";""
"Takeo";"MacConkey Agar";"80";"MAC300522-01";"2022-06-13";"Plate";"";""
"Takeo";"Sheep Blood Mueller-Hinton Agar";"40";"SMH020622-01";"2022-06-13";"Plate";"";""
"Takeo";"Mannitol Salt Agar";"70";"MSA300522-01";"2022-06-13";"Plate";"";""
"Takeo";"Mannitol Salt Agar";"10";"MSA070622-01";"2022-06-13";"Plate";"";""
"Takeo";"Hektoen Enteric Agar";"10";"HE300522-01";"2022-06-13";"Plate";"";""
"Takeo";"Ashdown's Agar";"30";"ASHA310522-01";"2022-06-13";"Plate";"";""
"Takeo";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"10";"TCBS310522-01";"2022-06-13";"Plate";"";""
"Takeo";"Kligler Iron Agar";"60";"KIA090522-02";"2022-06-13";"Tube";"";""
"Takeo";"Lysine Iron Agar";"10";"LIA030522-01";"2022-06-13";"Tube";"";""
"Takeo";"Lysine Iron Agar";"50";"LIA230522-01";"2022-06-13";"Tube";"";""
"Takeo";"Sulfide Indole Motility Medium";"50";"SIM040522-01";"2022-06-13";"Tube";"";""
"Takeo";"Urea Agar";"60";"URE160522-01";"2022-06-13";"Tube";"";""
"Takeo";"Simmons Citrate Agar ";"60";"CIT010622-01";"2022-06-13";"Tube";"";""
"Takeo";"Ashdown's Broth";"20";"ASHB160522-01";"2022-06-13";"Tube";"";""
"Takeo";"Trypticase Soy Broth + 20% glycerol";"100";"TSBG230522-01";"2022-06-13";"Tube";"";""
"Biobykin";"Blood Agar";"40";"BAP010622-01";"2022-06-13";"Plate";"";""
"Biobykin";"Chocolate Agar";"30";"CHOC240522-01";"2022-06-13";"Plate";"";""
"Biobykin";"Mueller Hinton II Agar ";"20";"MHII310522-01";"2022-06-13";"Plate";"";""
"Biobykin";"Blood Culture Bottle (adult)";"20";"BHI A030622-01";"2022-06-13";"Adult Bottle";"";""
"Takeo";"Blood Culture Bottle (adult)";"230";"BHI A030622-02";"2022-06-13";"Adult Bottle";"";""
"Takeo";"Blood Culture Bottle (adult)";"120";"BHI A030622-01";"2022-06-13";"Adult Bottle";"";""
"Takeo";"Blood Culture Bottle (child)";"150";"BHI P310522-01";"2022-06-13";"Child Bottle";"";""
"Diagnostic and Detection Laboratory";"Blood Culture Bottle (adult)";"30";"BHI A030622-01";"2022-06-14";"Adult Bottle";"";""
"Diagnostic and Detection Laboratory";"Blood Agar";"30";"BAP010622-01";"2022-06-14";"Plate";"";""
"Diagnostic and Detection Laboratory";"Chocolate Agar";"20";"CHOC010622-01";"2022-06-14";"Plate";"";""
"Diagnostic and Detection Laboratory";"Mueller Hinton II Agar ";"30";"MHII310522-01";"2022-06-14";"Plate";"";""
"Diagnostic and Detection Laboratory";"MacConkey Agar";"10";"MAC300522-01";"2022-06-14";"Plate";"";""
"Diagnostic and Detection Laboratory";"Hektoen Enteric Agar";"10";"HE300522-01";"2022-06-14";"Plate";"";""
"Diagnostic and Detection Laboratory";"Simmons Citrate Agar ";"10";"CIT010622-01";"2022-06-14";"Tube";"";""
"Sihanouk Hospital Center of Hope";"Blood Culture Bottle (adult)";"45";"BHI A030622-01";"2022-06-15";"Adult Bottle";"";""
"National Pediatric Hospital";"Blood Culture Bottle (child)";"267";"BHI P310522-01";"2022-06-14";"Child Bottle";"";""
"Siem Reap";"Blood Agar";"20";"BAP010622-01";"2022-06-15";"Plate";"";""
"Siem Reap";"Blood Agar";"150";"BAP080622-01";"2022-06-15";"Plate";"";""
"Siem Reap";"Chocolate Agar";"300";"CHOC010622-01";"2022-06-15";"Plate";"";""
"Siem Reap";"Mueller Hinton II Agar ";"40";"MHII310522-01";"2022-06-15";"Plate";"";""
"Siem Reap";"Mueller Hinton II Agar ";"350";"MHII010622-01";"2022-06-15";"Plate";"";""
"Siem Reap";"MacConkey Agar";"170";"MAC300522-01";"2022-06-15";"Plate";"";""
"Siem Reap";"Sheep Blood Mueller-Hinton Agar";"10";"SMH020622-01";"2022-06-15";"Plate";"";""
"Siem Reap";"Mannitol Salt Agar";"90";"MSA070622-01";"2022-06-15";"Plate";"";""
"Kossamak";"Blood Agar";"140";"BAP080622-01";"2022-06-14";"Plate";"";""
"Kossamak";"Chocolate Agar";"120";"CHOC080622-01";"2022-06-14";"Plate";"";""
"Kossamak";"Mueller Hinton II Agar ";"40";"MHII310522-01";"2022-06-14";"Plate";"";""
"Kossamak";"Mueller Hinton II Agar ";"160";"MHII080622-01";"2022-06-14";"Plate";"";""
"Kossamak";"MacConkey Agar";"60";"MAC300522-01";"2022-06-14";"Plate";"";""
"Kossamak";"MacConkey Agar";"80";"MAC020622-01";"2022-06-14";"Plate";"";""
"Kossamak";"Mannitol Salt Agar";"40";"MSA070622-01";"2022-06-14";"Plate";"";""
"Kossamak";"Kligler Iron Agar";"60";"KIA090522-02";"2022-06-14";"Tube";"";""
"Kossamak";"Lysine Iron Agar";"60";"LIA230522-01";"2022-06-14";"Tube";"";""
"Kossamak";"Sulfide Indole Motility Medium";"60";"SIM040522-01";"2022-06-14";"Tube";"";""
"Kossamak";"Simmons Citrate Agar ";"60";"CIT010622-01";"2022-06-14";"Tube";"";""
"Kossamak";"Urea Agar";"60";"URE160522-01";"2022-06-14";"Tube";"";""
"Central Media Making Laboratory";"Blood Agar";"20";"BAP080622-01";"2022-06-15";"Plate";"";""
"Central Media Making Laboratory";"Sheep Blood Mueller-Hinton Agar";"10";"SMH020622-01";"2022-06-15";"Plate";"";""
"BOM";"Mueller Hinton II Agar ";"10";"MHII080622-01";"2022-06-15";"Plate";"";""
"NIPH -AMR project";"Chocolate Agar";"60";"CHOC080622-01";"2022-06-16";"Plate";"";""
"NIPH -AMR project";"GC agar +1% growth supplement";"30";"GCA260522-01";"2022-06-16";"Plate";"";""
"NIPH -AMR project";"GC agar +1% growth supplement";"50";"GCA130622-01";"2022-06-16";"Plate";"";""
"NIPHL- Clean front line project";"Trypticase Soy Broth + 20% glycerol";"100";"TSBG230522-01";"2022-06-17";"Tube";"";""
"NIPHL- Clean front line project";"Blood Agar";"80";"BAP140622-01";"2022-06-17";"Plate";"";""
"Kampong Cham";"Blood Culture Bottle (adult)";"6";"BHI A030622-01";"2022-06-20";"Adult Bottle";"";""
"Kampong Cham";"Blood Culture Bottle (adult)";"144";"BHI A090622-01";"2022-06-20";"Adult Bottle";"";""
"Kampong Cham";"Blood Culture Bottle (child)";"50";"BHI P150622-01";"2022-06-20";"Child Bottle";"";""
"Kampong Cham";"Blood Agar";"180";"BAP140622-01";"2022-06-20";"Plate";"";""
"Kampong Cham";"Chocolate Agar";"150";"CHOC080622-01";"2022-06-20";"Plate";"";""
"Kampong Cham";"Mueller Hinton II Agar ";"120";"MHII080622-01";"2022-06-20";"Plate";"";""
"Kampong Cham";"MacConkey Agar";"70";"MAC020622-01";"2022-06-20";"Plate";"";""
"Kampong Cham";"Sheep Blood Mueller-Hinton Agar";"40";"SMH020622-01";"2022-06-20";"Plate";"";""
"Kampong Cham";"Mannitol Salt Agar";"60";"MSA070622-01";"2022-06-20";"Plate";"";""
"Kampong Cham";"Hektoen Enteric Agar";"20";"HE300522-01";"2022-06-20";"Plate";"";""
"Kampong Cham";"Ashdown's Agar";"20";"ASHA310522-01";"2022-06-20";"Plate";"";""
"Kampong Cham";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"20";"TCBS310522-01";"2022-06-20";"Plate";"";""
"Kampong Cham";"Kligler Iron Agar";"40";"KIA090522-02";"2022-06-20";"Tube";"";""
"Kampong Cham";"Kligler Iron Agar";"30";"KIA020622-01";"2022-06-20";"Tube";"";""
"Kampong Cham";"Lysine Iron Agar";"60";"LIA230522-01";"2022-06-20";"Tube";"";""
"Kampong Cham";"Sulfide Indole Motility Medium";"30";"SIM040522-01";"2022-06-20";"Tube";"";""
"Kampong Cham";"Sulfide Indole Motility Medium";"20";"SIM070622-01";"2022-06-20";"Tube";"";""
"Kampong Cham";"Simmons Citrate Agar ";"80";"CIT010622-01";"2022-06-20";"Tube";"";""
"Kampong Cham";"Urea Agar";"40";"URE160522-01";"2022-06-20";"Tube";"";""
"Kampong Cham";"Urea Agar";"10";"URE140622-01";"2022-06-20";"Tube";"";""
"Kampong Cham";"Trypticase Soy Broth + 20% glycerol";"50";"TSBG230522-01";"2022-06-20";"Tube";"";""
"Khmer Soviet Friendship Hospital";"Blood Culture Bottle (adult)";"6";"BHI A090622-01";"2022-06-21";"Adult Bottle";"";""
"Khmer Soviet Friendship Hospital";"Blood Culture Bottle (adult)";"56";"BHI A140622-01";"2022-06-21";"Adult Bottle";"";""
